idno,Event,Site,Date,Round,WhitePlayer,BlackPlayer,Result,WhiteELO,BlackELO,ECO,WhiteRooks7th,BlackRooks7th,Caro,Slav
22432738, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Proassi Piacenti, Alekhine Alexander, 1, ?, ?, C78, 0, 0, 0, 0, 
90092681, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Ruiz Enrique, Alekhine Alexander, -1, ?, ?, C44, 0, 0, 0, 0, 
97982772, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Zarnudio, Alekhine Alexander, -1, ?, ?, B43, 0, 0, 0, 0, 
52522097, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Alekhine Alexander, Ibanez Dagoberto, 1, ?, ?, A50, 0, 0, 0, 0, 
88003153, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Alekhine Alexander, Correa C., 1, ?, ?, C11, 0, 0, 0, 0, 
74599870, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Alekhine Alexander, Castiarena Rold, 1, ?, ?, D03, 0, 0, 0, 1, 
55023241, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Alekhine Alexander, Villegas Benito, 1, ?, ?, D31, 0, 0, 0, 0, 
42023059, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Alekhine Alexander, Cano Domingo, 0, ?, ?, B00, 0, 0, 0, 0, 
6200848, Buenos Aires exh, Buenos Aires, 1926.??.??, ?, Ilija Rolando, Alekhine Alexander, -1, ?, ?, C78, 0, 0, 0, 0, 
65312135, Buenos Aires exh, Buenos Aires, 1926.??.??, 1, Villegas Benito, Alekhine Alexander, -1, ?, ?, C11, 0, 0, 0, 0, 
19412357, Buenos Aires exh, Buenos Aires, 1926.??.??, 4, Carranza Leopoldo, Alekhine Alexander, -1, ?, ?, B84, 0, 0, 0, 0, 
96733962, Buenos Aires exh, Buenos Aires, 1926.??.??, 6, Alekhine Alexander, Villegas Benito, -1, ?, ?, B39, 0, 0, 0, 0, 
2359210, Buenos Aires exh, Buenos Aires, 1926.??.??, 10, Portela Carlos, Alekhine Alexander, -1, ?, ?, A85, 0, 0, 0, 0, 
87857618, Dresden, Dresden, 1926.??.??, 1, Saemisch Fritz, Alekhine Alexander, -1, ?, ?, E14, 0, 0, 0, 0, 
95395395, Dresden, Dresden, 1926.??.??, 2, Alekhine Alexander, Bluemich Max, 1, ?, ?, A48, 0, 0, 0, 0, 
38480011, Dresden, Dresden, 1926.??.??, 3, Nimzowitsch Aaron , Alekhine Alexander, 0, ?, ?, B02, 0, 0, 0, 0, 
19518544, Dresden, Dresden, 1926.??.??, 4, Johner Paul F, Alekhine Alexander, 0, ?, ?, A46, 0, 0, 0, 0, 
42267447, Dresden, Dresden, 1926.??.??, 5, Alekhine Alexander, Tartakower Saviely, 1, ?, ?, A44, 0, 0, 0, 0, 
67240371, Dresden, Dresden, 1926.??.??, 6, Rubinstein Akiba, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
319002, Dresden, Dresden, 1926.??.??, 7, Alekhine Alexander, Steiner Lajos, 1, ?, ?, D03, 0, 0, 0, 1, 
70069787, Dresden, Dresden, 1926.??.??, 8, Yates Frederick, Alekhine Alexander, 0, ?, ?, B03, 0, 0, 0, 0, 
44290462, Dresden, Dresden, 1926.??.??, 9, Alekhine Alexander, Von Holzhausen Walther, 0, ?, ?, D12, 0, 0, 0, 0, 
48644279, Hastings2627 , Hastings, 1926.??.??, ?, Alekhine Alexander, Yates Frederick, 1, ?, ?, C01, 0, 0, 0, 0, 
10853544, Hastings2627 , Hastings, 1926.??.??, ?, Colle Edgar, Alekhine Alexander, -1, ?, ?, D38, 0, 0, 0, 0, 
26562578, Hastings2627 , Hastings, 1926.??.??, 8, Janowsky Dawid Markelowicz, Alekhine Alexander, -1, ?, ?, D04, 0, 0, 0, 0, 
7083741, Hastings2627 , Hastings, 1926.??.??, 9, Sergeant Edward G, Alekhine Alexander, -1, ?, ?, B02, 0, 0, 0, 0, 
47966913, London sim, London, 1926.??.??, ?, Alekhine Alexander, Schwartz N., 1, ?, ?, E62, 0, 0, 0, 0, 
63731043, London sim, London, 1926.??.??, ?, Alekhine Alexander, Hughes, 0, ?, ?, B37, 0, 1, 0, 0, 
47966913, London sim, London, 1926.??.??, ?, Alekhine Alexander, Schwartz N., 1, ?, ?, E62, 0, 0, 0, 0, 
94028853, London sim, London, 1926.??.??, ?, Alekhine Alexander, Jesty E., 1, ?, ?, D01, 0, 0, 0, 0, 
23993300, Montevideo sim, Montevideo, 1926.??.??, ?, Montiel Vidal  JP., Alekhine Alexander, -1, ?, ?, A46, 0, 0, 0, 0, 
48460995, Montevideo sim, Montevideo, 1926.??.??, ?, Gabarain J., Alekhine Alexander, -1, ?, ?, A28, 0, 0, 0, 0, 
3515478, Montevideo sim, Montevideo, 1926.??.??, ?, Alekhine Alexander, Rodriger Laruta, 1, ?, ?, D35, 0, 0, 0, 0, 
30150442, Montevideo sim, Montevideo, 1926.??.??, ?, Alekhine Alexander, Anaya Oger C., 1, ?, ?, D63, 0, 0, 0, 0, 
41485544, Montevideo sim, Montevideo, 1926.??.??, ?, Alekhine Alexander, De Freitas Jose, 1, ?, ?, D12, 0, 0, 0, 0, 
72896292, Montevideo sim, Montevideo, 1926.??.??, ?, Pons A., Alekhine Alexander, -1, ?, ?, C24, 0, 0, 0, 0, 
7633397, Scarborough-A , Scarborough , 1926.??.??, ?, Colle Edgar, Alekhine Alexander, -1, ?, ?, C68, 0, 0, 0, 0, 
624161, Scarborough-A , Scarborough , 1926.??.??, ?, Alekhine Alexander, Colle Edgar, 1, ?, ?, E16, 0, 0, 0, 0, 
28374099, Scarborough-A , Scarborough , 1926.??.??, ?, Alekhine Alexander, Landau Salo, 1, ?, ?, A34, 0, 0, 0, 0, 
76300266, Scarborough-A , Scarborough , 1926.??.??, ?, Goldstein Marc, Alekhine Alexander, -1, ?, ?, A46, 0, 0, 0, 0, 
79357684, Scarborough-A , Scarborough , 1926.??.??, 1, Dawbarn C., Alekhine Alexander, -1, ?, ?, B30, 0, 0, 0, 0, 
26987229, Scarborough-A , Scarborough , 1926.??.??, 4, Alekhine Alexander, Thomas George Alan, 0, ?, ?, E17, 0, 0, 0, 0, 
52224234, Scarborough-A , Scarborough , 1926.??.??, 7, Alekhine Alexander, Kahn Victor, 1, ?, ?, E32, 0, 0, 0, 0, 
60538723, Semmering, Semmering, 1926.??.??, ?, Alekhine Alexander, Gilg Karl, -1, ?, ?, A52, 0, 0, 0, 0, 
63119725, Semmering, Semmering, 1926.??.??, ?, Alekhine Alexander, Gruenfeld Ernst, 1, ?, ?, D21, 0, 0, 0, 0, 
55928521, Semmering, Semmering, 1926.??.??, ?, Alekhine Alexander, Janowsky Dawid Markelowicz, 0, ?, ?, D28, 0, 0, 0, 0, 
86442998, Semmering, Semmering, 1926.??.??, ?, Rosselli del Turco Stefano, Alekhine Alexander, -1, ?, ?, B25, 0, 0, 0, 0, 
19066635, Semmering, Semmering, 1926.??.??, ?, Alekhine Alexander, Reti Richard, 1, ?, ?, E61, 0, 0, 0, 0, 
38633799, Semmering, Semmering, 1926.??.??, ?, Alekhine Alexander, Spielmann Rudolf, 0, ?, ?, A46, 0, 0, 0, 0, 
5107864, Semmering, Semmering, 1926.??.??, ?, Alekhine Alexander, Treybal Karel, 1, ?, ?, D10, 0, 0, 0, 0, 
32873505, Semmering, Semmering, 1926.??.??, ?, Alekhine Alexander, Vidmar Milan Sr, -1, ?, ?, D30, 0, 0, 0, 0, 
85769639, Semmering, Semmering, 1926.??.??, ?, Alekhine Alexander, Yates Frederick, 1, ?, ?, A28, 0, 0, 0, 0, 
1039673, Semmering, Semmering, 1926.??.??, ?, Davidson Jacques, Alekhine Alexander, -1, ?, ?, D46, 0, 0, 0, 0, 
99525347, Semmering, Semmering, 1926.??.??, ?, Kmoch Hans, Alekhine Alexander, -1, ?, ?, A80, 0, 0, 0, 0, 
11935906, Semmering, Semmering, 1926.??.??, ?, Michel Walter, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
74738006, Semmering, Semmering, 1926.??.??, ?, Nimzowitsch Aaron , Alekhine Alexander, 1, ?, ?, B02, 0, 0, 0, 0, 
6634815, Semmering, Semmering, 1926.??.??, ?, Rubinstein Akiba, Alekhine Alexander, -1, ?, ?, E16, 0, 0, 0, 0, 
58841746, Semmering, Semmering, 1926.??.??, ?, Tarrasch Siegbert, Alekhine Alexander, -1, ?, ?, A09, 0, 0, 0, 0, 
28958227, Semmering, Semmering, 1926.??.??, ?, Vajda Arpad, Alekhine Alexander, 0, ?, ?, C77, 0, 0, 0, 0, 
773744, Semmering, Semmering, 1926.??.??, ?, Tartakower Saviely, Alekhine Alexander, -1, ?, ?, C68, 0, 0, 0, 0, 
55201328, World Championship 13th, Buenos Aires, 1927.??.??, 1, Capablanca Jose Raul, Alekhine Alexander, -1, ?, ?, C01, 0, 0, 0, 0, 
49361864, World Championship 13th, Buenos Aires, 1927.??.??, 2, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D65, 0, 0, 0, 0, 
14949428, World Championship 13th, Buenos Aires, 1927.??.??, 3, Capablanca Jose Raul, Alekhine Alexander, 1, ?, ?, A47, 0, 0, 0, 0, 
17204312, World Championship 13th, Buenos Aires, 1927.??.??, 4, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D64, 0, 0, 0, 0, 
92472885, World Championship 13th, Buenos Aires, 1927.??.??, 5, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D51, 0, 0, 0, 0, 
46758313, World Championship 13th, Buenos Aires, 1927.??.??, 6, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D67, 0, 0, 0, 0, 
97927590, World Championship 13th, Buenos Aires, 1927.??.??, 7, Capablanca Jose Raul, Alekhine Alexander, 1, ?, ?, D52, 0, 0, 0, 0, 
54536776, World Championship 13th, Buenos Aires, 1927.??.??, 8, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D62, 0, 0, 0, 0, 
15501003, World Championship 13th, Buenos Aires, 1927.??.??, 9, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D51, 0, 0, 0, 0, 
59759537, World Championship 13th, Buenos Aires, 1927.??.??, 10, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D62, 0, 0, 0, 0, 
72527642, World Championship 13th, Buenos Aires, 1927.??.??, 11, Capablanca Jose Raul, Alekhine Alexander, -1, ?, ?, D52, 0, 0, 0, 0, 
32415394, World Championship 13th, Buenos Aires, 1927.??.??, 12, Alekhine Alexander, Capablanca Jose Raul, 1, ?, ?, D64, 0, 0, 0, 0, 
5085156, World Championship 13th, Buenos Aires, 1927.??.??, 13, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D63, 0, 0, 0, 0, 
21350050, World Championship 13th, Buenos Aires, 1927.??.??, 14, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D65, 0, 0, 0, 0, 
11097379, World Championship 13th, Buenos Aires, 1927.??.??, 15, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D63, 0, 0, 0, 0, 
26577258, World Championship 13th, Buenos Aires, 1927.??.??, 16, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D67, 0, 0, 0, 0, 
2907459, World Championship 13th, Buenos Aires, 1927.??.??, 17, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D63, 0, 0, 0, 0, 
4739339, World Championship 13th, Buenos Aires, 1927.??.??, 18, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D67, 0, 0, 0, 0, 
11886346, World Championship 13th, Buenos Aires, 1927.??.??, 19, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D63, 0, 0, 0, 0, 
89795184, World Championship 13th, Buenos Aires, 1927.??.??, 20, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D67, 0, 0, 0, 0, 
22078724, World Championship 13th, Buenos Aires, 1927.??.??, 21, Capablanca Jose Raul, Alekhine Alexander, -1, ?, ?, D63, 0, 0, 0, 0, 
70455659, World Championship 13th, Buenos Aires, 1927.??.??, 22, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D67, 0, 0, 0, 0, 
90819527, World Championship 13th, Buenos Aires, 1927.??.??, 23, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D63, 0, 0, 0, 0, 
75752980, World Championship 13th, Buenos Aires, 1927.??.??, 24, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D67, 0, 0, 0, 0, 
4407155, World Championship 13th, Buenos Aires, 1927.??.??, 25, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D65, 0, 0, 0, 0, 
94493760, World Championship 13th, Buenos Aires, 1927.??.??, 26, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D64, 0, 0, 0, 0, 
82046596, World Championship 13th, Buenos Aires, 1927.??.??, 27, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D65, 0, 0, 0, 0, 
91235797, World Championship 13th, Buenos Aires, 1927.??.??, 28, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D67, 0, 0, 0, 0, 
9264371, World Championship 13th, Buenos Aires, 1927.??.??, 29, Capablanca Jose Raul, Alekhine Alexander, 1, ?, ?, D52, 0, 0, 0, 0, 
72194050, World Championship 13th, Buenos Aires, 1927.??.??, 30, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D67, 0, 0, 0, 0, 
288098, World Championship 13th, Buenos Aires, 1927.??.??, 31, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D51, 0, 0, 0, 0, 
63986859, World Championship 13th, Buenos Aires, 1927.??.??, 32, Alekhine Alexander, Capablanca Jose Raul, 1, ?, ?, D35, 0, 0, 0, 0, 
196533, World Championship 13th, Buenos Aires, 1927.??.??, 33, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D51, 0, 0, 0, 0, 
93177773, World Championship 13th, Buenos Aires, 1927.??.??, 34, Alekhine Alexander, Capablanca Jose Raul, 1, ?, ?, D51, 0, 0, 0, 0, 
36636256, Kecskemet-A, Kecskemet, 1927.??.??, 1, Mueller Hans, Alekhine Alexander, -1, ?, ?, E21, 0, 0, 0, 0, 
36017165, Kecskemet-S1, Kecskemet, 1927.??.??, 1, Kmoch Hans, Alekhine Alexander, -1, ?, ?, D12, 0, 0, 0, 0, 
54862184, Kecskemet-A, Kecskemet, 1927.??.??, 2, Kmoch Hans, Alekhine Alexander, 0, ?, ?, A17, 0, 0, 0, 0, 
33996195, Kecskemet-S1, Kecskemet, 1927.??.??, 2, Alekhine Alexander, Asztalos Lajos, 0, ?, ?, C86, 0, 1, 0, 0, 
59883380, Kecskemet-A, Kecskemet, 1927.??.??, 3, Alekhine Alexander, Tartakower Saviely, 1, ?, ?, B15, 0, 0, 0, 0, 
35084634, Kecskemet-S1, Kecskemet, 1927.??.??, 3, Steiner Lajos, Alekhine Alexander, 0, ?, ?, C87, 0, 0, 0, 0, 
90138489, Kecskemet-S1, Kecskemet, 1927.??.??, 4, Vajda Arpad, Alekhine Alexander, 0, ?, ?, B84, 0, 0, 0, 0, 
40314563, Kecskemet-A, Kecskemet, 1927.??.??, 4, Takacs Sandor, Alekhine Alexander, -1, ?, ?, A13, 0, 0, 0, 0, 
85839690, Kecskemet-S1, Kecskemet, 1927.??.??, 5, Alekhine Alexander, Nimzowitsch Aaron , 0, ?, ?, C11, 0, 0, 0, 0, 
45563065, Kecskemet-A, Kecskemet, 1927.??.??, 5, Alekhine Alexander, Gilg Karl, 0, ?, ?, D58, 0, 0, 0, 0, 
62429734, Kecskemet-A, Kecskemet, 1927.??.??, 6, Sarkozy Balazs, Alekhine Alexander, -1, ?, ?, A84, 0, 0, 0, 0, 
62354469, Kecskemet-S1, Kecskemet, 1927.??.??, 6, Gilg Karl, Alekhine Alexander, 0, ?, ?, D05, 0, 0, 0, 1, 
62561836, Kecskemet-S1, Kecskemet, 1927.??.??, 7, Alekhine Alexander, Ahues Carl Oscar, 0, ?, ?, E22, 0, 0, 0, 0, 
82114518, Kecskemet-A, Kecskemet, 1927.??.??, 7, Alekhine Alexander, Brinckmann Alfred, 1, ?, ?, C62, 0, 0, 0, 0, 
38849767, Kecskemet-A, Kecskemet, 1927.??.??, 8, Yates Frederick, Alekhine Alexander, -1, ?, ?, C11, 0, 0, 0, 0, 
36312949, Kecskemet-A, Kecskemet, 1927.??.??, 9, Alekhine Alexander, Asztalos Lajos, 1, ?, ?, D43, 0, 0, 0, 0, 
60535429, New York, New York, 1927.??.??, 1, Alekhine Alexander, Nimzowitsch Aaron , 0, ?, ?, A30, 0, 0, 0, 0, 
6908965, New York, New York, 1927.??.??, 1, Spielmann Rudolf, Alekhine Alexander, -1, ?, ?, B40, 0, 0, 0, 0, 
63305107, New York, New York, 1927.??.??, 1, Alekhine Alexander, Capablanca Jose Raul, -1, ?, ?, E15, 0, 0, 0, 0, 
30648205, New York, New York, 1927.??.??, 1, Alekhine Alexander, Vidmar Milan Sr, 0, ?, ?, D38, 0, 0, 0, 0, 
74581804, New York, New York, 1927.??.??, 1, Marshall Frank James, Alekhine Alexander, 0, ?, ?, A47, 0, 0, 0, 0, 
91410983, New York, New York, 1927.??.??, 2, Alekhine Alexander, Marshall Frank James, 1, ?, ?, D38, 0, 0, 0, 0, 
98767621, New York, New York, 1927.??.??, 2, Vidmar Milan Sr, Alekhine Alexander, 0, ?, ?, E11, 0, 0, 0, 0, 
87648148, New York, New York, 1927.??.??, 2, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, D47, 0, 0, 0, 0, 
13155081, New York, New York, 1927.??.??, 2, Alekhine Alexander, Spielmann Rudolf, 0, ?, ?, D02, 0, 0, 0, 1, 
48158730, New York, New York, 1927.??.??, 2, Nimzowitsch Aaron , Alekhine Alexander, 1, ?, ?, A05, 0, 0, 0, 0, 
42943585, New York, New York, 1927.??.??, 3, Marshall Frank James, Alekhine Alexander, 0, ?, ?, C01, 0, 0, 0, 0, 
37650168, New York, New York, 1927.??.??, 3, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, B15, 0, 0, 0, 0, 
61760268, New York, New York, 1927.??.??, 3, Alekhine Alexander, Vidmar Milan Sr, 0, ?, ?, D35, 0, 0, 0, 0, 
50713765, New York, New York, 1927.??.??, 3, Spielmann Rudolf, Alekhine Alexander, 0, ?, ?, C09, 0, 0, 0, 0, 
99148251, New York, New York, 1927.??.??, 3, Alekhine Alexander, Nimzowitsch Aaron , 1, ?, ?, E32, 0, 0, 0, 0, 
65106379, New York, New York, 1927.??.??, 4, Nimzowitsch Aaron , Alekhine Alexander, 0, ?, ?, B02, 0, 0, 0, 0, 
58870679, New York, New York, 1927.??.??, 4, Alekhine Alexander, Marshall Frank James, 1, ?, ?, E10, 0, 0, 0, 0, 
83043189, New York, New York, 1927.??.??, 4, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, C11, 0, 0, 0, 0, 
10491774, New York, New York, 1927.??.??, 4, Alekhine Alexander, Spielmann Rudolf, 1, ?, ?, C13, 0, 0, 0, 0, 
53292787, New York, New York, 1927.??.??, 4, Vidmar Milan Sr, Alekhine Alexander, 0, ?, ?, E16, 0, 0, 0, 0, 
25321701, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Vuletich F., 1, ?, ?, D66, 0, 0, 0, 0, 
72287467, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Ureta H., Alekhine Alexander, 0, ?, ?, E30, 0, 0, 0, 0, 
89340656, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Valenzuela F., Alekhine Alexander, -1, ?, ?, E11, 0, 0, 0, 0, 
91265610, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Anfrun C., -1, ?, ?, E11, 0, 0, 0, 0, 
43037824, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Flores Alvarez Rodrigo, 1, ?, ?, D35, 0, 0, 0, 0, 
83640825, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Flores Alvarez Rodrigo, 1, ?, ?, C08, 0, 0, 0, 0, 
58202905, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Mont P., -1, ?, ?, D06, 0, 0, 0, 0, 
99940741, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, NN, 1, ?, ?, E10, 0, 0, 0, 0, 
46931984, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Parra T., 0, ?, ?, B02, 0, 0, 0, 0, 
93878344, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Reed Valenzuela Enrique, 1, ?, ?, C55, 0, 0, 0, 0, 
39645614, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Rengifo C., -1, ?, ?, C51, 0, 0, 0, 0, 
85568446, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Ureta F., -1, ?, ?, A34, 0, 0, 0, 0, 
95454239, Santiago de Chile sim, Santiago de Chile, 1927.??.??, ?, Alekhine Alexander, Ureta F., 1, ?, ?, B03, 0, 0, 0, 0, 
79084226, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Rafael, -1, ?, ?, C28, 0, 0, 0, 0, 
44030076, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Torne, 1, ?, ?, D30, 0, 0, 0, 0, 
3269630, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Oliver, 1, ?, ?, D02, 0, 0, 0, 0, 
68282285, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Munne K., 1, ?, ?, B15, 0, 0, 0, 0, 
22035866, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Sassot V., 1, ?, ?, D06, 0, 0, 0, 0, 
19611293, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Friexa, 1, ?, ?, C55, 0, 0, 0, 0, 
92308539, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Puntas, 1, ?, ?, C70, 0, 0, 0, 0, 
84945417, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Fortuny, -1, ?, ?, C11, 0, 0, 0, 0, 
95402580, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Fernandez, 0, ?, ?, D30, 0, 0, 0, 0, 
79908427, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Duran J., -1, ?, ?, A34, 0, 0, 0, 0, 
67153877, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Masso, 1, ?, ?, B33, 0, 0, 0, 0, 
67646332, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Domenech H., 1, ?, ?, D00, 0, 0, 0, 0, 
50148521, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Vilarnau, -1, ?, ?, B18, 0, 0, 0, 0, 
42965488, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Vilardebo Picurena Jose, -1, ?, ?, D36, 0, 0, 0, 0, 
51842208, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Soler, 1, ?, ?, D52, 0, 0, 0, 0, 
12618020, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Ponc, 1, ?, ?, B01, 0, 0, 0, 0, 
79066894, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Ribera Arnal Angel, 1, ?, ?, D52, 0, 0, 0, 0, 
65139807, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Domenech H., 0, ?, ?, C23, 0, 0, 0, 0, 
82884054, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Devesa, 1, ?, ?, C51, 0, 0, 0, 0, 
68454398, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Puig, 1, ?, ?, D46, 0, 0, 0, 0, 
33680170, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Castella, 1, ?, ?, C26, 0, 0, 0, 0, 
46193019, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Colmenares, 1, ?, ?, B18, 0, 0, 0, 0, 
14066394, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Cunillera, 1, ?, ?, C15, 0, 0, 0, 0, 
55284331, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Cordoba H., 0, ?, ?, C10, 0, 0, 0, 0, 
74366387, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Cordoba H., 1, ?, ?, D07, 0, 0, 0, 0, 
57352952, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Casanoves, 1, ?, ?, C78, 0, 0, 0, 0, 
50123389, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Alderete Rigoberto, 0, ?, ?, D45, 0, 0, 0, 0, 
68327746, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Almirall, 1, ?, ?, E12, 0, 0, 0, 0, 
29115567, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Cabestany, -1, ?, ?, B42, 0, 0, 0, 0, 
66284868, Barcelona sim, Barcelona, 1928.??.??, ?, Alekhine Alexander, Carbonell, 1, ?, ?, B18, 0, 0, 0, 0, 
75494487, Lasker mem, Berlin, 1928.??.??, ?, Alekhine Alexander, Benko Francisco, 0, ?, ?, B02, 0, 0, 0, 0, 
4992246, Warsaw sim, Warsaw, 1928.??.??, ?, Alekhine Alexander, Machon J., 0, ?, ?, D38, 0, 0, 0, 0, 
21696610, Warsaw sim, Warsaw, 1928.??.??, ?, Alekhine Alexander, Stickgold, 1, ?, ?, A22, 0, 0, 0, 0, 
17076616, Warsaw sim, Warsaw, 1928.??.??, ?, Alekhine Alexander, Blass Abram, 1, ?, ?, C86, 0, 0, 0, 0, 
11305545, Warsaw sim, Warsaw, 1928.??.??, ?, Alekhine Alexander, Amateur, 1, ?, ?, A56, 0, 0, 0, 0, 
47270378, Warsaw sim, Warsaw, 1928.??.??, ?, Alekhine Alexander, Zagrodzki Z., 1, ?, ?, A35, 0, 0, 0, 0, 
90883169, Boston sim, Boston, 1929.??.??, ?, Alekhine Alexander, Daly HB., -1, ?, ?, A80, 0, 0, 0, 0, 
46766804, Bradley Beach, Bradley Beach, 1929.??.??, 1, Alekhine Alexander, Turover Isador Samuel, 1, ?, ?, A12, 0, 0, 0, 0, 
88468526, Bradley Beach, Bradley Beach, 1929.??.??, 2, Alekhine Alexander, Fox Maurice, 1, ?, ?, D38, 0, 0, 0, 0, 
12201926, Bradley Beach, Bradley Beach, 1929.??.??, 3, Bigelow Horace Ransom, Alekhine Alexander, -1, ?, ?, A28, 0, 0, 0, 0, 
14888875, Bradley Beach, Bradley Beach, 1929.??.??, 4, Kevitz Alexander, Alekhine Alexander, -1, ?, ?, E18, 0, 0, 0, 0, 
33390557, Bradley Beach, Bradley Beach, 1929.??.??, 5, Alekhine Alexander, Cintron Rafael, 1, ?, ?, D61, 0, 0, 0, 0, 
7394632, Bradley Beach, Bradley Beach, 1929.??.??, 6, Marshall Frank James, Alekhine Alexander, -1, ?, ?, D05, 0, 0, 0, 1, 
92607000, Bradley Beach, Bradley Beach, 1929.??.??, 7, Kupchik Abraham, Alekhine Alexander, 0, ?, ?, D28, 0, 0, 0, 0, 
45576043, Bradley Beach, Bradley Beach, 1929.??.??, 8, Alekhine Alexander, Steiner Herman, 1, ?, ?, D28, 0, 0, 0, 0, 
